"","ID","Title","Director","Genre"
"363",9691,"Assassins","Richard Donner"," Action    Adventure    Crime    Thriller            "
"364",8978,"Assault on Precinct 13","Pierre Henry"," Thriller                     "
"365",2395,"Asterix at the Olympic Games","Thomas Langmann"," Fantasy    Adventure    Comedy    Family            "
"366",16577,"Astro Boy","David Bowers"," Animation    Action    Family    Science Fiction            "
"367",15556,"At First Sight","Irwin Winkler"," Drama    Romance                  "
"368",13960,"ATL","Christian Robinson"," Drama                     "
"369",10865,"Atlantis: The Lost Empire","Gary Trousdale"," Animation    Family    Adventure    Science Fiction            "
"370",134371,"Atlas Shrugged Part II","John Putch"," Drama    Science Fiction    Mystery               "
"371",199933,"Atlas Shrugged Part III: Who is John Galt?","James Manera"," Drama    Science Fiction    Mystery               "
"372",4347,"Atonement","Joe Wright"," Drama    Romance                  "
"373",59678,"Attack the Block","Joe Cornish"," Action    Comedy    Science Fiction               "
"374",86549,"August","Eldar Rapaport"," Drama                     "
"375",5123,"August Rush","Kirsten Sheridan"," Drama                     "
"376",152737,"August: Osage County","John Wells"," Comedy    Drama                  "
"377",818,"Austin Powers in Goldmember","Jay Roach"," Comedy    Crime    Science Fiction               "
"378",816,"Austin Powers: International Man of Mystery","Jay Roach"," Science Fiction    Comedy    Crime               "
"379",817,"Austin Powers: The Spy Who Shagged Me","Jay Roach"," Adventure    Comedy    Crime    Science Fiction            "
"380",6972,"Australia","Baz Luhrmann"," Drama                     "
"381",14112,"Auto Focus","Paul Schrader"," Drama    Crime                  "
"382",262543,"Automata","Gabe Ib\u00e1\u00f1ez"," Thriller    Science Fiction                  "
"383",10641,"Autumn in New York","Joan Chen"," Drama    Romance                  "
"384",19995,"Avatar","James Cameron"," Action    Adventure    Fantasy    Science Fiction            "
"385",99861,"Avengers: Age of Ultron","Joss Whedon"," Action    Adventure    Science Fiction               "
"386",395,"AVP: Alien vs. Predator","Paul W.S. Anderson"," Adventure    Science Fiction    Action               "
"387",13483,"Awake","Joby Harold"," Thriller    Crime    Mystery               "
"388",19255,"Away We Go","Sam Mendes"," Drama    Comedy    Romance               "
"389",342502,"AWOL-72","Christian Sesma"," Thriller                     "
"390",73981,"Ayurveda: Art of Being","Pan Nalin"," Documentary                     "
"391",256040,"Baahubali: The Beginning","S.S. Rajamouli"," Action    Adventure    War    History            "
"392",9598,"Babe","Chris Noonan"," Fantasy    Drama    Comedy    Family            "
"393",9447,"Babe: Pig in the City","George Miller"," Adventure    Comedy    Drama    Family    Fantasy         "
"394",1164,"Babel","Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu"," Drama                     "
"395",16161,"Baby Boy","John Singleton"," Crime    Drama    Romance               "
"396",22345,"Baby Geniuses","Bob Clark"," Science Fiction    Comedy    Family               "
"397",8780,"Baby Mama","Michael McCullers"," Comedy                     "
"398",9381,"Babylon A.D.","Mathieu Kassovitz"," Action    Adventure    Science Fiction    Thriller            "
"399",11212,"Baby's Day Out","Patrick Read Johnson"," Action    Adventure    Comedy    Family            "
"400",84174,"Bachelorette","Leslye Headland"," Comedy    Romance                  "
"401",105,"Back to the Future","Robert Zemeckis"," Adventure    Comedy    Science Fiction    Family            "
"402",165,"Back to the Future Part II","Robert Zemeckis"," Adventure    Comedy    Family    Science Fiction            "
"403",196,"Back to the Future Part III","Robert Zemeckis"," Adventure    Comedy    Family    Science Fiction            "
"404",226458,"Backmask","Marcus Nispel"," Thriller    Horror                  "
"405",9737,"Bad Boys","Michael Bay"," Action    Comedy    Crime    Thriller            "
"406",8961,"Bad Boys II","Michael Bay"," Adventure    Action    Comedy    Thriller    Crime         "
"407",3132,"Bad Company","Joel Schumacher"," Action    Adventure    Comedy    Thriller            "
"408",208134,"Bad Grandpa","Jeff Tremaine"," Comedy                     "
"409",376659,"Bad Moms","Jon Lucas"," Comedy                     "
"410",10147,"Bad Santa","Terry Zwigoff"," Drama    Comedy    Crime               "
"411",52449,"Bad Teacher","Jake Kasdan"," Comedy                     "
"412",209403,"Bad Words","Jason Bateman"," Comedy                     "
"413",175528,"Baggage Claim","David E. Talbert"," Comedy                     "
"414",5759,"Baghead","Jay Duplass"," Drama    Comedy    Horror               "
"415",118957,"Bait","Kimble Rendall"," Action    Horror    Thriller               "
"416",10550,"Ballistic: Ecks vs. Sever","Wych Kaosayananda"," Action    Adventure    Thriller               "
"417",3170,"Bambi","David Hand"," Animation    Drama    Family               "
"418",24664,"Bamboozled","Spike Lee"," Comedy    Drama                  "
"419",11302,"Bananas","Woody Allen"," Comedy                     "
"420",1969,"Bandidas","Joachim R\u00f8nning"," Action    Comedy    Western    Crime            "
"421",3172,"Bandits","Barry Levinson"," Action    Comedy    Crime    Romance            "
"422",23367,"Bandslam","Todd Graff"," Comedy    Drama    Family    Music            "
"423",124606,"Bang","Ash Baron-Cohen"," Drama                     "
"424",269057,"Bang Bang Baby","Jeffrey St. Jules"," Science Fiction    Drama    Music               "
"425",13184,"Bangkok Dangerous","Danny Pang"," Action    Crime    Thriller               "
"426",207769,"Banshee Chapter","Blair Erickson"," Horror    Thriller                  "
"427",8069,"Barbarella","Roger Vadim"," Science Fiction                     "
"428",250349,"Barbecue","Eric Lavaine"," Comedy                     "
"429",10611,"Barbershop","Tim Story"," Comedy    Drama                  "
"430",21301,"Barbershop 2:  Back in Business","Kevin Rodney Sullivan"," Comedy    Drama                  "
"431",17644,"Barney's Great Adventure","Steve Gomer"," Family                     "
"432",46829,"Barney's Version","Richard J. Lewis"," Comedy    Drama                  "
"433",9907,"Barnyard","Steve Oedekerk"," Animation    Comedy    Family               "
"434",3175,"Barry Lyndon","Stanley Kubrick"," Drama    Romance    War               "
"435",44594,"Barry Munday","Chris D'Arienzo"," Comedy    Drama    Romance               "
"436",10782,"Basic","John McTiernan"," Action    Drama    Mystery    Thriller    Crime         "
"437",3093,"Basic Instinct 2","Michael Caton-Jones"," Crime    Mystery    Thriller               "
"438",549,"Basquiat","Julian Schnabel"," Drama    History                  "
"439",43546,"Bathing Beauty","George Sidney"," Comedy    Music                  "
"440",15208,"Bathory: Countess of Blood","Juraj Jakubisko"," Drama    Fantasy                  "
"441",2661,"Batman","Leslie H. Martinson"," Family    Adventure    Comedy    Science Fiction    Crime         "
"442",268,"Batman","Tim Burton"," Fantasy    Action                  "
"443",415,"Batman & Robin","Joel Schumacher"," Action    Crime    Fantasy               "
"444",272,"Batman Begins","Christopher Nolan"," Action    Crime    Drama               "
"445",414,"Batman Forever","Joel Schumacher"," Action    Crime    Fantasy               "
"446",364,"Batman Returns","Tim Burton"," Action    Fantasy                  "
"447",209112,"Batman v Superman: Dawn of Justice","Zack Snyder"," Action    Adventure    Fantasy               "
"448",142061,"Batman: The Dark Knight Returns, Part 2","Jay Oliva"," Action    Animation                  "
"449",10496,"Bats","Louis Morneau"," Horror    Thriller                  "
"450",1705,"Battle for the Planet of the Apes","J. Lee Thompson"," Action    Science Fiction                  "
"451",109417,"Battle of the Year","Benson Lee"," Music    Drama                  "
"452",44943,"Battle: Los Angeles","Jonathan Liebesman"," Action    Science Fiction                  "
"453",5491,"Battlefield Earth","Roger Christian"," Action    Science Fiction    War               "
"454",44833,"Battleship","Peter Berg"," Thriller    Action    Adventure    Science Fiction            "
"455",4551,"Be Cool","F. Gary Gray"," Comedy    Crime                  "
"456",4953,"Be Kind Rewind","Michel Gondry"," Drama    Comedy                  "
"457",38117,"Beastly","Daniel Barnz"," Drama    Fantasy    Romance               "
"458",27549,"Beastmaster 2: Through the Portal of Time","Sylvio Tabet"," Action    Adventure    Fantasy    Science Fiction            "
"459",84175,"Beasts of the Southern Wild","Benh Zeitlin"," Drama    Fantasy                  "
"460",66767,"Beat the World","Robert Adetuyi"," Music    Drama                  "
"461",109491,"Beautiful Creatures","Richard LaGravenese"," Fantasy    Drama    Romance               "
"462",14177,"Beauty Shop","Bille Woodruff"," Comedy    Romance                  "
"463",3179,"Beavis and Butt-Head Do America","Mike Judge"," Animation    Comedy                  "
"464",1257,"Because I Said So","Michael Lehmann"," Comedy                     "
"465",17880,"Because of Winn-Dixie","Wayne Wang"," Comedy    Drama    Family               "
"466",2977,"Becoming Jane","Julian Jarrold"," Drama    Romance                  "
"467",1636,"Bedazzled","Harold Ramis"," Fantasy    Comedy    Romance               "
"468",10202,"Bedtime Stories","Adam Shankman"," Fantasy    Comedy    Family    Romance            "
"469",5559,"Bee Movie","Steve Hickner"," Family    Animation    Adventure    Comedy            "
"470",14137,"Beer League","Frank Sebastiano"," Comedy                     "
"471",9988,"Beerfest","Jay Chandrasekhar"," Comedy                     "
"472",4011,"Beetlejuice","Tim Burton"," Fantasy    Comedy                  "
"473",204922,"Before I Go to Sleep","Rowan Joffe"," Mystery    Thriller                  "
"474",132344,"Before Midnight","Richard Linklater"," Romance    Drama                  "
"475",76,"Before Sunrise","Richard Linklater"," Drama    Romance                  "
"476",80,"Before Sunset","Richard Linklater"," Drama    Romance                  "
"477",198277,"Begin Again","John Carney"," Comedy    Music    Romance    Drama            "
"478",55347,"Beginners","Mike Mills"," Drama    Romance    Comedy               "
"479",8007,"Behind Enemy Lines","John Moore"," Action    Drama    Thriller    War            "
"480",492,"Being John Malkovich","Spike Jonze"," Fantasy    Drama    Comedy               "
"481",18701,"Being Julia","Istv\u00e1n Szab\u00f3"," Comedy    Drama    Romance               "
"482",12586,"Bella","Alejandro Monteverde"," Drama    Romance                  "
"483",39437,"Beloved","Jonathan Demme"," Drama    Thriller                  "
"484",107315,"Below Zero","Justin Thomas Ostensen"," Thriller    Horror                  "
"485",455,"Bend It Like Beckham","Gurinder Chadha"," Comedy    Drama    Romance               "
"486",174362,"Bending Steel","Dave Carroll"," Documentary                     "
"487",43418,"Beneath Hill 60","Jeremy Sims"," Drama    History    War               "
"488",1685,"Beneath the Planet of the Apes","Ted Post"," Adventure    Science Fiction    Mystery               "
"489",271969,"Ben-Hur","Timur Bekmambetov"," Drama                     "
"490",23069,"Benji","Joe Camp"," Adventure    Family    Romance               "
"491",2310,"Beowulf","Robert Zemeckis"," Adventure    Action    Animation               "
"492",92591,"Bernie","Richard Linklater"," Comedy    Crime    Drama               "
"493",13785,"Best in Show","Christopher Guest"," Comedy                     "
"494",14290,"Better Luck Tomorrow","Justin Lin"," Crime    Drama                  "
"495",55903,"Betty Fisher and Other Stories","Claude Miller"," Drama    Thriller    Crime    Foreign            "
